2,2,1,34,50,36,17,25,36,21,23,19,10.5,11.5,19,7,6,6,2.1141,1.8216,2.2446,9,8,6,2.4059,2.2767,2.6973,12.2845,12.3007,13.935,1.9884,1.112,1.7595,11.7373,14.6883,11.3541,1.0779,1.6844,1.7503,1,3303.0953
2,3,1,37,49,49,18.5,16.3333,49,16,15,19,8,5,19,8,5,3,1.5477,2.3662,1.5353,5,7,4,2.7729,2.754,2.5959,16.2897,12.4101,16.0742,1.0968,1.999,1.0648,12.9148,11.4667,12.1652,1.7524,1.4827,1.9544,1,4740.0297
3,3,1,39,37,44,13,12.3333,44,22,19,17,7.3333,6.3333,17,8,7,8,1.9008,2.0351,1.827,6,4,7,2.4137,2.5276,2.8429,14.6854,15.7289,11.4565,1.2682,1.0373,1.5331,13.5507,14.1292,12.2363,1.5689,1.0861,1.2161,1,4347.5991
3,1,1,38,37,40,12.6667,37,40,21,19,23,7,19,23,4,5,7,1.9952,2.3447,2.4064,6,7,7,2.3966,2.1335,2.3319,15.0236,14.2613,12.4832,1.234,1.5994,1.4404,14.5496,12.8975,11.2122,1.2976,1.9636,1.852,1,3189.7252
4,4,1,48,40,36,12,10,36,21,21,21,5.25,5.25,21,3,7,7,1.7821,1.6257,1.892,7,7,6,2.8103,2.0453,2.0661,12.9227,12.2075,11.2541,1.6791,1.7044,1.5317,13.5791,13.8149,12.0219,1.2417,1.2773,1.0554,1,6738.0608
4,2,4,45,32,32,11.25,16,8,17,24,21,4.25,12,5.25,6,8,6,1.6676,2.0771,1.6045,6,4,8,2.0465,2.0384,2.8793,13.165,12.2576,16.5577,1.9353,1.4688,1.8275,13.6361,14.9021,13.9121,1.9322,1.3233,1.5309,1,9624.9787
2,3,4,47,36,45,23.5,12,11.25,19,16,20,9.5,5.3333,5,6,5,5,1.5543,2.2242,2.191,9,6,8,2.642,2.7187,2.7301,13.153,15.1931,12.4626,1.7424,1.3334,1.0687,14.1453,11.2542,11.7197,1.6781,1.2698,1.2362,1,7209.9114
2,2,4,35,31,35,17.5,15.5,8.75,18,20,24,9,10,6,4,7,3,1.8974,1.6261,1.692,6,6,7,2.9366,2.6684,2.3962,13.6728,13.6823,13.0348,1.2973,1.1403,1.5801,12.0312,13.3557,13.8825,1.0771,1.2573,1.3948,1,6030.0261
4,3,2,47,37,37,11.75,12.3333,18.5,18,25,23,4.5,8.3333,11.5,4,6,7,2.0985,2.4106,2.2557,9,7,6,2.5954,2.2377,2.0472,15.6837,13.9831,15.3337,1.8603,1.1114,1.3544,13.2225,11.2613,14.0472,1.8568,1.5531,1.4074,1,4895.5356
4,2,4,49,35,39,12.25,17.5,9.75,20,15,18,5,7.5,4.5,3,6,7,1.8197,2.4934,2.2777,9,9,5,2.4708,2.5468,2.7296,12.8632,16.5847,14.7639,1.7667,1.2586,1.261,14.9234,13.3186,11.9727,1.3934,1.4591,1.3146,1,7055.3887
4,1,3,48,44,31,12,44,10.3333,19,20,17,4.75,20,5.6667,5,4,6,1.666,2.4111,1.7784,7,4,8,2.5498,2.875,2.929,13.5205,15.0606,13.8285,1.914,1.3986,1.1233,13.2426,11.3511,13.4582,1.3911,1.4379,1.9866,1,6275.2721
2,3,4,37,38,47,18.5,12.6667,11.75,25,25,17,12.5,8.3333,4.25,3,7,6,1.7681,1.9503,1.8932,5,9,8,2.0182,2.2558,2.2665,15.088,11.8,12.8568,1.051,1.7746,1.8416,12.454,12.1302,12.9875,1.1355,1.9454,1.3863,1,7322.3473
3,1,3,47,37,44,15.6667,37,14.6667,23,22,24,7.6667,22,8,3,4,4,1.7609,1.9819,2.1882,8,5,6,2.8759,2.627,2.944,12.8959,15.2888,13.9279,1.7168,1.6852,1.597,11.686,12.0698,14.2034,1.5103,1.9129,1.2607,1,6044.5459
4,2,1,37,37,47,9.25,18.5,47,15,25,20,3.75,12.5,20,4,3,7,2.1938,1.9132,2.1669,5,9,6,2.14,2.4451,2.8282,15.6126,15.052,11.8962,1.0865,1.8692,1.7055,14.9401,11.5081,14.1327,1.963,1.2019,1.8192,1,5476.1252
2,2,3,40,31,33,20,15.5,11,24,23,25,12,11.5,8.3333,3,3,3,2.4346,2.0049,2.3678,4,9,6,2.0923,2.7321,2.8493,16.3521,14.5377,15.3965,1.7423,1.9337,1.3827,14.9574,13.0597,12.9698,1.2403,1.0342,1.4601,1,5882.5434
3,1,2,41,43,30,13.6667,43,15,25,21,17,8.3333,21,8.5,7,7,4,1.5742,2.2711,1.8588,7,7,6,2.5177,2.7237,2.1917,14.6641,14.0975,14.1764,1.1635,1.5085,1.0585,11.5893,12.2853,12.5226,1.854,1.7293,1.6708,1,4118.1963
4,4,4,30,33,41,7.5,8.25,10.25,22,16,24,5.5,4,6,7,3,6,1.8206,1.5792,2.4405,7,8,5,2.6477,2.4726,2.0438,14.6763,15.241,13.0483,1.7613,1.8455,1.0476,13.4275,13.1453,14.3585,1.5387,1.038,1.0115,1,7413.7304
2,2,3,49,36,40,24.5,18,13.3333,18,24,18,9,12,6,6,5,3,2.3125,2.1516,2.4026,8,9,7,2.5657,2.6315,2.5461,16.0213,11.5299,15.8141,1.3821,1.2212,1.1627,14.4399,14.0455,13.2567,1.84,1.4601,1.8066,1,5850.5291
1,1,3,43,35,35,43,35,11.6667,25,16,22,25,16,7.3333,7,7,7,1.6228,2.0462,1.8583,7,8,6,2.708,2.9716,2.0493,11.5748,11.6838,13.249,1.2004,1.4998,1.9362,12.3604,14.8498,12.3926,1.9099,1.0555,1.2938,1,3468.0244
4,2,3,50,47,50,12.5,23.5,16.6667,24,24,22,6,12,7.3333,4,8,8,2.2374,2.108,2.1291,9,4,6,2.6146,2.4588,2.8236,13.0592,14.8891,11.3549,1.0805,1.4521,1.5415,12.7844,14.0929,13.3253,1.185,1.045,1.4574,1,6063.4281
4,3,3,37,34,50,9.25,11.3333,16.6667,16,15,18,4,5,6,6,7,6,2.1011,2.4262,1.5334,7,9,8,2.6559,2.5745,2.9491,14.5906,13.8651,12.1077,1.0613,1.4266,1.4602,12.623,12.16,14.8412,1.6416,1.6698,1.1934,1,6964.4521
