3,1,3,49,43,47,16.3333,43.0,15.6667,15,17,18,5.0,17.0,6.0,6,3,5,1.6557,1.5227,1.781,4,9,5,2.2392,2.0271,2.6031,15.7756,14.28,15.8757,1.5536,1.1464,1.4302,14.2119,14.652,14.7999,1.5179,1.7948,1.0633,1,4875.6078
3,2,4,42,41,31,14.0,20.5,7.75,23,19,18,7.6667,9.5,4.5,7,3,3,2.4045,2.4059,1.5774,6,5,9,2.6881,2.7008,2.9061,15.9461,12.8201,15.372,1.24,1.9054,1.6802,13.6685,12.0695,13.5808,1.5994,1.6517,1.4859,1,6586.4655
4,2,1,47,33,32,11.75,16.5,32.0,16,15,18,4.0,7.5,18.0,4,3,8,2.1411,2.1367,2.0134,4,6,6,2.4834,2.9559,2.7639,11.897,14.2071,15.7658,1.5397,1.0327,1.9888,11.7475,14.1284,14.5746,1.0837,1.5169,1.145,1,4626.8775
4,3,2,48,30,35,12.0,10.0,17.5,21,25,20,5.25,8.3333,10.0,7,4,3,2.2468,1.611,2.3541,8,6,7,2.4941,2.6698,2.5538,14.6844,14.3998,14.1897,1.398,1.8465,1.5125,11.8454,14.8258,12.3089,1.7554,1.8036,1.9978,1,7921.8028
3,4,4,41,33,36,13.6667,8.25,9.0,18,15,18,6.0,3.75,4.5,7,7,5,2.0048,1.7953,1.8456,8,8,6,2.8394,2.7799,2.0288,14.4463,14.7018,12.0092,1.6415,1.8894,1.4491,13.8447,14.0188,12.3735,1.7153,1.3668,1.198,1,7473.0807
2,3,2,37,50,40,18.5,16.6667,20.0,16,19,15,8.0,6.3333,7.5,4,5,3,2.2204,2.2566,1.6113,9,8,4,2.7005,2.2026,2.6542,15.7031,13.3224,14.2688,1.0818,1.4716,1.7269,11.5574,12.8344,14.2209,1.7006,1.9641,1.9582,1,5570.9603
1,4,4,40,42,43,40.0,10.5,10.75,24,22,15,24.0,5.5,3.75,8,6,7,1.5014,1.5497,1.6173,9,5,6,2.4338,2.6938,2.9125,14.1148,15.5982,11.5287,1.8615,1.8709,1.4916,11.259,13.4814,13.1006,1.8965,1.946,1.7109,1,6090.3708
2,3,4,41,48,35,20.5,16.0,8.75,15,22,23,7.5,7.3333,5.75,5,6,6,1.521,1.7842,2.3943,9,9,7,2.3883,2.0288,2.9225,15.8653,12.8714,16.1372,1.7198,1.3187,1.481,11.4179,13.335,14.2415,1.0637,1.8174,1.7884,1,5810.7063
4,1,1,33,36,36,8.25,36.0,36.0,24,21,18,6.0,21.0,18.0,8,4,8,1.8401,2.3503,2.1116,7,7,5,2.2922,2.7518,2.5647,13.6519,16.2873,12.9878,1.7232,1.7257,1.6964,12.0361,13.6964,12.3652,1.9883,1.9321,1.2408,1,4584.6318
1,3,4,46,44,31,46.0,14.6667,7.75,23,21,19,23.0,7.0,4.75,5,8,5,2.0367,1.9883,2.2448,9,4,6,2.4846,2.9285,2.6649,12.2671,15.4311,14.4299,1.6911,1.0679,1.8379,12.5721,12.8311,12.6816,1.6383,1.2212,1.9219,1,6738.601
2,1,4,31,40,45,15.5,40.0,11.25,25,19,19,12.5,19.0,4.75,6,3,5,1.9933,1.6285,1.7257,7,4,7,2.0676,2.1456,2.8358,11.9363,12.0138,12.6881,1.4588,1.9759,1.4405,13.6063,12.8221,12.2621,1.1971,1.7273,1.3551,1,4824.8159
1,1,2,39,33,49,39.0,33.0,24.5,22,24,15,22.0,24.0,7.5,5,4,8,2.04,1.8675,2.2297,7,5,6,2.2472,2.877,2.301,11.3264,13.6196,14.1366,1.6954,1.2416,1.3253,14.3448,13.3368,13.1396,1.5658,1.0091,1.9773,1,3035.6037
4,3,1,32,48,37,8.0,16.0,37.0,23,21,22,5.75,7.0,22.0,5,5,8,1.7943,1.7586,2.2778,8,8,7,2.7447,2.8301,2.5301,14.7324,12.5083,15.9005,1.0634,1.3506,1.3725,12.4682,14.772,14.195,1.5164,1.9789,1.5611,1,4450.7117
1,3,4,47,47,34,47.0,15.6667,8.5,20,15,25,20.0,5.0,6.25,7,4,6,2.2901,1.507,2.3815,7,8,4,2.6292,2.0223,2.968,15.4508,14.4156,16.3325,1.8762,1.1047,1.0351,11.8527,12.6578,14.5005,1.5133,1.7479,1.7851,1,6427.2856
1,3,2,42,42,33,42.0,14.0,16.5,21,21,19,21.0,7.0,9.5,5,7,3,1.7317,1.913,1.8134,8,4,7,2.525,2.8941,2.62,11.3276,11.6869,11.4769,1.788,1.3868,1.74,12.1352,13.806,13.4407,1.1996,1.1129,1.6525,1,4433.2491
1,1,1,43,48,30,43.0,48.0,30.0,20,21,15,20.0,21.0,15.0,6,5,8,2.1189,1.8522,2.4672,6,8,8,2.6222,2.8621,2.2217,11.3261,12.2307,13.1527,1.9193,1.047,1.6946,13.9159,11.8818,12.4458,1.3829,1.3332,1.0446,1,2083.9848
4,2,2,50,44,39,12.5,22.0,19.5,16,25,17,4.0,12.5,8.5,8,5,7,1.7906,2.3295,1.8186,4,9,5,2.6909,2.4777,2.9894,12.3267,16.4264,12.8842,1.5138,1.5113,1.2993,11.8572,14.4858,14.6207,1.5742,1.1711,1.841,1,5435.3536
2,2,3,37,38,35,18.5,19.0,11.6667,24,24,24,12.0,12.0,8.0,6,4,6,1.8894,1.7552,2.1255,9,9,8,2.7089,2.9463,2.3328,14.2832,15.4734,13.7171,1.8202,1.4965,1.9368,14.3916,11.4671,13.6164,1.9978,1.6444,1.1703,1,5639.6899
1,2,1,34,48,34,34.0,24.0,34.0,24,15,23,24.0,7.5,23.0,6,3,5,2.4654,1.984,2.2557,5,8,9,2.3214,2.5569,2.2256,14.4077,15.7436,15.6023,1.927,1.8475,1.3684,13.2657,13.5093,13.9027,1.3015,1.2486,1.8862,1,3637.9391
3,2,1,32,32,35,10.6667,16.0,35.0,18,21,16,6.0,10.5,16.0,6,5,4,2.0267,2.406,2.1257,6,8,9,2.9957,2.7438,2.1268,12.2514,15.2393,12.8745,1.3161,1.6454,1.551,11.707,11.8643,12.4396,1.3041,1.6219,1.004,1,4470.9441
1,3,2,38,47,33,38.0,15.6667,16.5,25,20,17,25.0,6.6667,8.5,3,7,7,2.382,1.9437,1.7488,9,4,9,2.2292,2.6417,2.4686,16.4198,11.8131,12.6417,1.7111,1.4241,1.8206,12.0555,11.3756,14.7512,1.0667,1.9932,1.9977,1,4186.8885
4,4,2,46,36,50,11.5,9.0,25.0,18,17,25,4.5,4.25,12.5,6,6,7,2.3566,2.2235,1.6577,8,9,6,2.7209,2.2016,2.6272,11.6351,12.8738,15.3672,1.3249,1.9935,1.9883,14.7801,13.5767,11.3872,1.3968,1.5083,1.9105,1,7932.5256
3,2,1,40,30,39,13.3333,15.0,39.0,20,16,16,6.6667,8.0,16.0,6,8,5,2.3486,2.3504,2.3027,5,7,7,2.102,2.1256,2.8241,14.0868,15.4108,11.2252,1.8577,1.8755,1.4299,12.4422,14.0546,13.8926,1.7717,1.9429,1.4663,1,4966.1858
3,2,4,40,42,47,13.3333,21.0,11.75,16,20,16,5.3333,10.0,4.0,3,7,8,2.383,2.2526,2.2547,6,9,5,2.2055,2.1159,2.8226,13.9243,16.4526,15.5519,1.3938,1.0824,1.529,14.3637,14.5081,11.3224,1.8325,1.5367,1.5634,1,6244.4332
2,4,3,47,40,31,23.5,10.0,10.3333,18,18,23,9.0,4.5,7.6667,5,6,7,2.3659,1.6136,2.3185,6,8,8,2.3928,2.1347,2.2385,14.8657,12.8492,13.9571,1.3685,1.3352,1.6725,14.3357,13.1917,12.066,1.733,1.5907,1.6412,1,6115.0556
2,4,3,42,39,34,21.0,9.75,11.3333,24,23,23,12.0,5.75,7.6667,7,3,5,2.0159,2.1988,1.5652,8,5,8,2.4226,2.4151,2.6573,13.6394,12.9733,13.144,1.789,1.6148,1.1004,14.1895,13.0745,13.6738,1.4508,1.5483,1.477,1,6313.1245
3,3,2,42,34,31,14.0,11.3333,15.5,15,19,17,5.0,6.3333,8.5,4,5,7,1.5534,1.5198,2.3135,6,7,5,2.8127,2.0373,2.6028,16.565,14.4669,11.8764,1.2113,1.1126,1.2681,12.5615,11.5208,14.2007,1.0992,1.157,1.3535,1,6100.306
4,2,4,39,30,41,9.75,15.0,10.25,17,16,25,4.25,8.0,6.25,6,4,8,2.3939,2.2748,1.6082,9,9,6,2.6703,2.9575,2.6098,15.9078,13.831,11.692,1.3986,1.5677,1.6894,13.7776,14.5141,14.8774,1.5771,1.8198,1.4457,1,8141.8706
1,3,4,33,33,39,33.0,11.0,9.75,17,16,16,17.0,5.3333,4.0,8,6,6,1.9559,2.0586,2.3106,6,6,8,2.7402,2.5574,2.4683,11.8072,15.3797,13.3056,1.1661,1.0953,1.631,12.0976,11.2783,12.1664,1.2431,1.5401,1.0749,1,4619.9638
4,2,4,44,46,50,11.0,23.0,12.5,24,21,20,6.0,10.5,5.0,6,8,6,2.3229,1.6431,1.8551,5,9,9,2.7106,2.1046,2.5965,16.2422,11.6565,12.3081,1.2119,1.0436,1.2752,13.1085,12.3197,14.7039,1.7699,1.9846,1.0748,1,7267.0917
1,2,1,42,43,30,42.0,21.5,30.0,21,25,15,21.0,12.5,15.0,3,4,6,2.1854,2.3356,2.1138,4,4,7,2.5528,2.3995,2.5403,12.6213,14.1326,12.0507,1.5951,1.894,1.5052,11.5317,11.8197,11.8018,1.3346,1.4204,1.564,1,3225.8373
2,1,3,30,48,37,15.0,48.0,12.3333,15,16,20,7.5,16.0,6.6667,7,6,7,2.2516,1.5993,2.2803,4,9,5,2.4923,2.8087,2.4499,12.1099,16.5222,16.3314,1.4723,1.5596,1.5161,14.9404,14.1973,13.3973,1.5995,1.5075,1.9186,1,4708.6041
1,2,3,49,31,33,49.0,15.5,11.0,24,25,24,24.0,12.5,8.0,4,3,3,1.5431,2.3003,2.3535,5,8,6,2.9132,2.0943,2.1665,13.0818,13.2885,16.4877,1.0912,1.8189,1.0851,13.9248,13.3391,11.6658,1.1312,1.7315,1.9088,1,5296.6601
4,3,4,30,30,41,7.5,10.0,10.25,16,15,25,4.0,5.0,6.25,7,6,7,2.3015,1.6467,1.568,4,5,8,2.7189,2.1564,2.3081,14.0821,14.103,15.8498,1.5613,1.0785,1.161,12.7067,12.2598,13.96,1.0088,1.2565,1.1828,1,6668.3255
